ID,Handle,Command,Title,Variant ID,Variant Command,Variant SKU,Variant Inventory Policy,Metafield: custom.back_in_stock_date [date],Metafield: custom.back_in_stock [single_line_text_field],Tags,Tags Command
8548412391771,pleaser-del4017-b-m,MERGE,Pleaser Delight 4017,47065305907547,MERGE,DEL4017/B/M 35 (US-5),continue,,xx checken,,
8548412391771,pleaser-del4017-b-m,MERGE,Pleaser Delight 4017,47065294602587,MERGE,DEL4017/B/M 39 (US-9),continue,,,,
8605870948699,fabulicious-gala01dmm-c-fsmcrs,MERGE,Fabulicious Gala 01DMM,47213646020955,MERGE,GALA01DMM/C/FSMCRS 35 (US-5),deny,,xx checken,,
8639446090075,demoniacult-tra800-bvl,MERGE,DemoniaCult Transformer 800,47286457696603,MERGE,TRA800/BVL 36 (US-6),continue,2026-11-30,30.11.2026-checken,,
8639446090075,demoniacult-tra800-bvl,MERGE,DemoniaCult Transformer 800,47286457860443,MERGE,TRA800/BVL 41 (US-11),continue,,,,
8668754772315,pleaser-ado708-c-m-rch,MERGE,Pleaser Adore 708,47345356210523,MERGE,ADO708/C-M/RCH 35 (US-5),continue,2026-11-09,09.11.2026-checken,,
8668754772315,pleaser-ado708-c-m-rch,MERGE,Pleaser Adore 708,47345356308827,MERGE,ADO708/C-M/RCH 38 (US-8),deny,,,,
8679545995611,pleaser-ado1020gp-emgng-m,MERGE,Pleaser Adore 1020GP,47371586535771,MERGE,ADO1020GP/EMGNG/M 35 (US-5),continue,,xx checken,,
8679545995611,pleaser-ado1020gp-emgng-m,MERGE,Pleaser Adore 1020GP,47371586634075,MERGE,ADO1020GP/EMGNG/M 38 (US-8),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433715547,MERGE,CTAIL508RSI/C/C-SRS 35 (US-5),continue,2026-10-03,03.10.2026,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433748315,MERGE,CTAIL508RSI/C/C-SRS 36 (US-6),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433781083,MERGE,CTAIL508RSI/C/C-SRS 37 (US-7),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433813851,MERGE,CTAIL508RSI/C/C-SRS 38 (US-8),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433846619,MERGE,CTAIL508RSI/C/C-SRS 39 (US-9),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433912155,MERGE,CTAIL508RSI/C/C-SRS 40 (US-10),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433944923,MERGE,CTAIL508RSI/C/C-SRS 41 (US-11),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116433977691,MERGE,CTAIL508RSI/C/C-SRS 42/43 (US-12),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116434010459,MERGE,CTAIL508RSI/C/C-SRS 44 (US-13),continue,,,,
9131439522139,fabulicious-ctail508rsi-c-c-srs,MERGE,Fabulicious Cocktail 508RSI,48116434043227,MERGE,CTAIL508RSI/C/C-SRS 45 (US-14),continue,,,,
9147639234907,pleaser-ado3021gp-bg-m,MERGE,Pleaser Adore 3021GP,48162774778203,MERGE,ADO3021GP/BG/M 35 (US-5),continue,,xx,,
9147639234907,pleaser-ado3021gp-bg-m,MERGE,Pleaser Adore 3021GP,48162774974811,MERGE,*SR* ADO3021GP/BG/M 41 (US-11),deny,,,,
9514850648411,pleaser-flam808-c-nd,MERGE,Pleaser Flamingo 808,49219312910683,MERGE,FLAM808/C/ND 35 (US-5),continue,2026-10-01,01.10.2026-checken,,
9514850648411,pleaser-flam808-c-nd,MERGE,Pleaser Flamingo 808,49219312976219,MERGE,FLAM808/C/ND 37 (US-7),deny,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249246043,MERGE,LIP101CAS/C/SRS 35 (US-5),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249278811,MERGE,LIP101CAS/C/SRS 36 (US-6),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249311579,MERGE,LIP101CAS/C/SRS 37 (US-7),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249344347,MERGE,LIP101CAS/C/SRS 38 (US-8),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249377115,MERGE,LIP101CAS/C/SRS 39 (US-9),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249409883,MERGE,LIP101CAS/C/SRS 40 (US-10),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249442651,MERGE,LIP101CAS/C/SRS 41 (US-11),continue,,,,
9532077277531,fabulicious-lip101cas-c-srs,MERGE,Fabulicious Lip 101CAS,49288249475419,MERGE,LIP101CAS/C/SRS 42/43 (US-12),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543541595,MERGE,FLAM808/C/W 35 (US-5),continue,,checken,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543574363,MERGE,FLAM808/C/W 36 (US-6),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543607131,MERGE,FLAM808/C/W 37 (US-7),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543639899,MERGE,FLAM808/C/W 38 (US-8),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543672667,MERGE,FLAM808/C/W 39 (US-9),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543705435,MERGE,FLAM808/C/W 40 (US-10),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543738203,MERGE,FLAM808/C/W 41 (US-11),continue,,,,
9592743854427,pleaser-flam808-c-w,MERGE,Pleaser Flamingo 808,49516543770971,MERGE,FLAM808/C/W 42/43 (US-12),continue,,,,
10452496580955,pleaser-flam800-22-b-m,MERGE,Pleaser Flamingo 800-22,52864815464795,MERGE,FLAM800-22/B/M 35 (US-5),continue,,xx checken,,
10452496580955,pleaser-flam800-22-b-m,MERGE,Pleaser Flamingo 800-22,52864815595867,MERGE,FLAM800-22/B/M 39 (US-9),continue,,,,
10455135813979,pleaser-inf908-c-sch,MERGE,Pleaser Infinity 908,52870900679003,MERGE,INF908/C/SCH 35 (US-5),deny,2026-11-16,16.11.2026,,
10455135813979,pleaser-inf908-c-sch,MERGE,Pleaser Infinity 908,52870900711771,MERGE,INF908/C/SCH 36 (US-6),continue,,,,
10455135813979,pleaser-inf908-c-sch,MERGE,Pleaser Infinity 908,52870900744539,MERGE,INF908/C/SCH 37 (US-7),deny,,,,
10455135813979,pleaser-inf908-c-sch,MERGE,Pleaser Infinity 908,52870900777307,MERGE,INF908/C/SCH 38 (US-8),deny,,,,
10455135813979,pleaser-inf908-c-sch,MERGE,Pleaser Infinity 908,52870900810075,MERGE,INF908/C/SCH 39 (US-9),deny,,,,
10455135813979,pleaser-inf908-c-sch,MERGE,Pleaser Infinity 908,52870900842843,MERGE,INF908/C/SCH 40 (US-10),deny,,,,
